"sku","part_type","attribute_set","type","visibility","status","name","description","manufacturer","part_number","part_number_short","categories","ti_part_sku","interchanges","bill_of_materials","price","quantity","turbo_model","turbo_type","image","media_gallery","kit_type","gasket_type","seal_type","cool_type","turbo_model_name","finder:1","bearing_type","bore_oe","compressor_housing_diameter","compressor_wheel_diameter","design_features","exduce_oa","exducer_oc","hub_length_d","i_gap_max","i_gap_min","inducer_diameter","inducer_oa","inducer_oc","inside_diameter","inside_diameter_max","inside_diameter_min","journal_od","number_of_blades","oil","oil_inlet","oil_outlet","outlet_flange_holes","outside_diameter_max","outside_diameter_min","outside_dim_max","outside_dim_min","overall_diameter","overall_height","oversize_id","piston_ring_diameter","secondary_diameter","shaft_thread_f","standard_size_id","stem_oe","style_compressor_wheel","tip_height_b","water_ports","width_max","width_min","customerprice","group_price:ERP_PL_0","group_price:ERP_PL_1","group_price:ERP_PL_2","group_price:ERP_PL_3","group_price:ERP_PL_4","group_price:ERP_PL_5","group_price:ERP_PL_E","group_price:ERP_PL_R","group_price:ERP_PL_W","tier_price:ERP_PL_0","tier_price:ERP_PL_1","tier_price:ERP_PL_2","tier_price:ERP_PL_3","tier_price:ERP_PL_4","tier_price:ERP_PL_5","tier_price:ERP_PL_E","tier_price:ERP_PL_R","tier_price:ERP_PL_W","application"
"1769","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","I.H.I.","NE920020","NE920020","Manufacturer/I.H.I.;;Part Type/cartridge","","","","","","RHB52W-52002P15NRBRL348CZ","RHB5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1770","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4030895","4030895","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX35W,HE300WG","HX35W,HE300WG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1771","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027912","4027912","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX82","HX82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1772","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027876","4027876","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX40W","HX40W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1773","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","434499-0001","4344990001","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT3571","GT35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1774","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","431876-0037","4318760037","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TB2541","TB25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1775","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","447450-0034","4474500034","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TO4B59","TO4B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1776","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0291","4081050291","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":45144,""quantity"":1,""ti_part_sku"":[45314]}]","","","TO4B82","TO4B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1777","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0334","4081050334","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TO4E12","TO4E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1778","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","409043-0039","4090430039","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TV6120","TV61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1779","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","57287","57287","Manufacturer/Holset;;Part Type/cartridge","","","","","","3FD","3FD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","I.H.I.","VA860014","VA860014","Manufacturer/I.H.I.;;Part Type/cartridge","","","","","","RHC7A-12001VAQ35NABRL603CB,RHC7A-12004AQ35NABRL603CB","RHC7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1781","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","178258","178258","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S3AS-019","S3AS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1782","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","196666","196666","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S4DC-006","S4DC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1783","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","1380-710-0000","13807100000","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S300","S300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1784","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5337-710-0000","53377100000","Manufacturer/KKK;;Part Type/cartridge","","","","","","K37-4963P32.22,K37-4963PR32.22,K37-4963P/32.22,K37-4963PR27.22","K37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1785","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5316-710-0011","53167100011","Manufacturer/KKK;;Part Type/cartridge","","","","","","K16-2470GYCAA/5.82","K16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1786","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3501378","3501378","Manufacturer/Holset;;Part Type/cartridge","","","","","","H1A-6531F/A05,H1A","H1A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1787","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","55176","55176","Manufacturer/Holset;;Part Type/cartridge","","","","","","3FJ630V/2.4","3FJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1788","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","430425-0009","4304250009","Manufacturer/Garrett;;Part Type/cartridge","6363","6363","[{""sku"":42127,""quantity"":1,""ti_part_sku"":[42750]},{""sku"":44760,""quantity"":1,""ti_part_sku"":[45111]},{""sku"":43888,""quantity"":1,""ti_part_sku"":[44644]},{""sku"":42871,""quantity"":1,""ti_part_sku"":[43740]}]","","","TBO224,TB0206","TBO2,T2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1789","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","433289-0087","4332890087","Manufacturer/Garrett;;Part Type/cartridge","6452","6452","[{""sku"":43934,""quantity"":1,""ti_part_sku"":[44663]},{""sku"":45145,""quantity"":1,""ti_part_sku"":[45316]},{""sku"":43895,""quantity"":1,""ti_part_sku"":[44663]},{""sku"":44753,""quantity"":1,""ti_part_sku"":[45070]},{""sku"":44756,""quantity"":1,""ti_part_sku"":[45074]},{""sku"":42922,""quantity"":1,""ti_part_sku"":[43776]},{""sku"":42908,""quantity"":1,""ti_part_sku"":[43773]},{""sku"":42165,""quantity"":1,""ti_part_sku"":[42781]}]","","","GT1549,GT1549S","GT15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1790","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","447450-0024","4474500024","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":45144,""quantity"":1,""ti_part_sku"":[45314]},{""sku"":43877,""quantity"":1,""ti_part_sku"":[44636]}]","","","TB4122","TB41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1791","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0127","4081050127","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":45144,""quantity"":1,""ti_part_sku"":[45314]},{""sku"":44741,""quantity"":1,""ti_part_sku"":[45058]},{""sku"":43877,""quantity"":1,""ti_part_sku"":[44636]}]","","","TO4B81,TO4B89,TO4B27,TO4B51","TO4B","","","","","","","","Mercedes Benz,1981,1617|Mercedes Benz,1984,1617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mercedes Benz,1981,1617|Mercedes Benz,1984,1617"
"1792","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","313420","313420","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S3B","S3B","","","","","","","","Renault,1992,AE385TI|Renault,1992,AE420TI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Renault,1992,AE385TI|Renault,1992,AE420TI"
"1793","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","10409","10409","Manufacturer/Holset;;Part Type/cartridge","","","","","","4-654/210,4-654/169,4-654/254","4""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1794","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4030920","4030920","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX82","HX82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1795","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5328-710-0019","53287100019","Manufacturer/KKK;;Part Type/cartridge","","","","","","K28-3464MNA22.26","K28","","","","","","","","Mercedes Benz,1984,3850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mercedes Benz,1984,3850"
"1796","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5304-710-0505","53047100505","Manufacturer/KKK;;Part Type/cartridge","","","[{""sku"":44969,""quantity"":1,""ti_part_sku"":[45093]},{""sku"":43921,""quantity"":1,""ti_part_sku"":[44708]},{""sku"":42928,""quantity"":1,""ti_part_sku"":[43833]},{""sku"":42180,""quantity"":1,""ti_part_sku"":[42817]}]","","","KO4-013","KO4","","","","","","","","Citroen,1999,ZX|Peugeot,1998,306|Citroen,2000,ZX|Citroen,1998,ZX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citroen,1999,ZX|Peugeot,1998,306|Citroen,2000,ZX|Citroen,1998,ZX"
"1797","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","479054-0002","4790540002","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT1752","GT17","","","","","","","","Nissan,1997,PATROL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nissan,1997,PATROL"
"1798","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","407645-0008","4076450008","Manufacturer/Garrett;;Part Type/cartridge","","","","","","T18A81","T18A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1799","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0396","4081050396","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TB4122","TB41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","310145","310145","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","4HD847,4HF857,4HD857,V4HD857","4HD,4HF,V4HD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1801","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4031349","4031349","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX40G","HX40G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1802","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3575059","3575059","Manufacturer/Holset;;Part Type/cartridge","","","","","","H1E","H1E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1803","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49189-08020","4918908020","Manufacturer/Mitsubishi;;Part Type/cartridge","","","[{""sku"":44966,""quantity"":1,""ti_part_sku"":[45123]}]","","","TDO4H,TDO4HL-15T,TDO4HL","TDO4H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1804","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","409174-0051","4091740051","Manufacturer/Garrett;;Part Type/cartridge","6369","6369","","","","TB0331","T3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1805","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","433289-0164","4332890164","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT15","GT15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1806","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","700291-0001","7002910001","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT3271JLS,GT3271S","GT32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1807","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","704484-0005","7044840005","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT4594BB","GT45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1808","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","445074-0001","4450740001","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TB3401","TB34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1809","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0166","4081050166","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TB4116,TO4B87","TB41,TO4B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1810","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0328","4081050328","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TO4E44","TO4E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1811","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0338","4081050338","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TO4E44","TO4E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1812","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","187264","187264","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","5MFW971,5MF-971","5MFW,5MF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1813","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5250-710-0001","52507100001","Manufacturer/KKK;;Part Type/cartridge","","","","","","4HD854/245,4HD854/258,4HD-854/245,4HD-854/258","4HD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1814","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5314-710-0512","53147100512","Manufacturer/KKK;;Part Type/cartridge","","","","","","K14-2267GGA/4.82,K14-2267GGA/5.82","K14","","","","","","","","Mercedes Benz,1989,250 TD|Mercedes Benz,1989,190 TD|Mercedes Benz,1988,250 TD|Mercedes Benz,1988,190 TD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mercedes Benz,1989,250 TD|Mercedes Benz,1989,190 TD|Mercedes Benz,1988,250 TD|Mercedes Benz,1988,190 TD"
"1815","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49178-09090","4917809090","Manufacturer/Mitsubishi;;Part Type/cartridge","","","","","","TDO5","TDO5H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1816","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","703890-0032","7038900032","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":45149,""quantity"":1,""ti_part_sku"":[45319]},{""sku"":44751,""quantity"":1,""ti_part_sku"":[45071]},{""sku"":42973,""quantity"":1,""ti_part_sku"":[43794]}]","","","GT1749V","GT17V","","","","","","","","Audi,2003,A8 TDI|Audi,1999,A8 TDI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Audi,2003,A8 TDI|Audi,1999,A8 TDI"
"1817","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","707263-0004","7072630004","Manufacturer/Garrett;;Part Type/cartridge","","","","","","GT4082LRS","GT40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1818","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0302","4081050302","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TO4B49","TO4B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1819","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0193","4081050193","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TO4B66","TO4B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1820","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","KKK","5331-710-0007","53317100007","Manufacturer/KKK;;Part Type/cartridge","","","","","","K33-4070MPCKA/22.20","K33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3535239","3535239","Manufacturer/Holset;;Part Type/cartridge","","","","","","H2E","H2E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1822","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4031362","4031362","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX83","HX83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1823","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","183192","183192","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","3LM-353","3LM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1824","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","168344","168344","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S200S-005","S200S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1825","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","409853-0096","4098530096","Manufacturer/Garrett;;Part Type/cartridge","6249","6249","[{""sku"":44732,""quantity"":1,""ti_part_sku"":[45049]},{""sku"":43883,""quantity"":1,""ti_part_sku"":[44654]},{""sku"":45142,""quantity"":1,""ti_part_sku"":[45309]},{""sku"":44731,""quantity"":1,""ti_part_sku"":[45049]},{""sku"":42863,""quantity"":1,""ti_part_sku"":[43734]},{""sku"":42148,""quantity"":1,""ti_part_sku"":[42755]}]","","","TB0373","T3","","","","","","","","Lotus,1991,ESPRIT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lotus,1991,ESPRIT"
"1826","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","433352-0088","4333520088","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":44754,""quantity"":1,""ti_part_sku"":[45072]}]","","","GT2052LS","GT20","","","","","","","","MG,2007,R75|SAIC,2007,ROEWE 750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MG,2007,R75|SAIC,2007,ROEWE 750"
"1827","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","409095-0091","4090950091","Manufacturer/Garrett;;Part Type/cartridge","","","","","","T18A54","T18A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1828","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","408105-0103","4081050103","Manufacturer/Garrett;;Part Type/cartridge","","","","","","TB4111","TB41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1829","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","451190-0002","4511900002","Manufacturer/Garrett;;Part Type/cartridge","","","","","","UTV7802","UTV78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1830","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","407327-0004","4073270004","Manufacturer/Garrett;;Part Type/cartridge","","","","","","T1878","T18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1831","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","316972","316972","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S300","S300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1832","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","199638","199638","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S4DCL-029","S4DCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1833","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Schwitzer","315047","315047","Manufacturer/Schwitzer;;Part Type/cartridge","","","","","","S3A","S3A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1834","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3545701","3545701","Manufacturer/Holset;;Part Type/cartridge","","","[{""sku"":45032,""quantity"":1,""ti_part_sku"":[45091]},{""sku"":45284,""quantity"":1,""ti_part_sku"":[45325]}]","","","H1E","H1E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1835","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027406","4027406","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX82","HX82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1836","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Mitsubishi","49135-08911","4913508911","Manufacturer/Mitsubishi;;Part Type/cartridge","","","[{""sku"":44966,""quantity"":1,""ti_part_sku"":[45123]}]","","","TFO35HL6b-13TB/VG","TFO35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1837","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","4027658","4027658","Manufacturer/Holset;;Part Type/cartridge","","","","","","HX82","HX82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1838","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Garrett","433289-0202","4332890202","Manufacturer/Garrett;;Part Type/cartridge","","","[{""sku"":45145,""quantity"":1,""ti_part_sku"":[45316]},{""sku"":43895,""quantity"":1,""ti_part_sku"":[44663]}]","","","GT1544S","GT15","","","","","","","","Volkswagen,2000,POLO TDI|Volkswagen,2000,LUPO TDI|Audi,2000,A2 TDI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Volkswagen,2000,POLO TDI|Volkswagen,2000,LUPO TDI|Audi,2000,A2 TDI"
"1839","cartridge","Cartridge","simple","Catalog, Search","Enabled","","","Holset","3575215","3575215","Manufacturer/Holset;;Part Type/cartridge","6551","6551","[{""sku"":45284,""quantity"":1,""ti_part_sku"":[45325]},{""sku"":44003,""quantity"":1,""ti_part_sku"":[44703]},{""sku"":45033,""quantity"":1,""ti_part_sku"":[45116]},{""sku"":42225,""quantity"":1,""ti_part_sku"":[42803]},{""sku"":42954,""quantity"":1,""ti_part_sku"":[43805]}]","","","HX35W","HX35W","","","","","","","","Dodge,1996,RAM|Dodge,1998,RAM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Dodge,1996,RAM|Dodge,1998,RAM"
