id	part	cd_inducer_diameter_a	cd_inducer_diameter_a_tol	cd_exducer_diameter_b	cd_exducer_diameter_b_tol	cd_rotation	cd_overall_height_c	cd_tip_height_d	cd_tip_height_d_tol	cd_platform_height_e	cd_extended_tips	cd_platform_diameter_f	cd_platform_diameter_f_tol	cd_threaded_bore	cd_boreless	cd_thread_callout	cd_thread_hand	cd_max_bore_diameter	cd_min_bore_diameter	cd_nose_diameter_g	cd_foot_diameter_h	cd_flatback_superback	cd_blade_height	cd_blade_count	cd_weight	cd_platform_thickness	cd_platform_thickness_tol	cd_tip_location	cd_tip_location_tol	cd_diagram_	cd_platform_height_tol
245	3-D-3923	1.345	0.002	2.006	0.005	NULL	1.01	0.143	0.004	0.073	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.480	20368	NULL	6	30.0	0.035	0.002	0.216	0.002	NULL	0.002
246	3-D-3928	1.079	0.002	1.458	0.005	NULL	0.86	0.171	0.004	0.110	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.475	20368	NULL	5	14.0	0.042	0.002	0.281	0.002	NULL	0.002
247	3-D-3954	1.064	0.002	1.530	0.005	NULL	0.86	0.126	0.004	0.110	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.493	20368	NULL	5	14.4	0.044	0.002	0.236	0.002	2	0.002
248	3-D-3985	1.324	0.002	1.812	0.005	NULL	0.86	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
249	3-D-4123	1.322	0.002	1.810	0.005	NULL	0.97	0.154	0.004	0.110	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.485	20368	NULL	6	23.2	0.034	0.002	0.264	0.002	NULL	0.002
250	3-D-4575	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
251	3-D-4578	1.213	0.002	1.810	0.005	NULL	0.97	0.132	0.004	0.112	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.490	20368	NULL	6	24.3	0.040	0.002	0.244	0.002	NULL	0.002
252	3-D-4579	1.213	0.002	1.903	0.005	NULL	0.97	0.116	0.004	0.109	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.481	20368	NULL	5	21.1	0.040	0.002	0.225	0.002	2	0.002
253	3-D-4580	1.490	0.002	2.128	0.005	NULL	1.01	0.157	0.004	0.066	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.490	20368	NULL	6	30.7	0.038	0.002	0.223	0.002	2	0.002
254	3-D-4907	1.266	0.002	1.890	0.005	NULL	0.97	0.126	0.004	0.116	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.479	20368	NULL	5	21.5	0.040	0.002	0.242	0.002	2	0.002
255	3-D-4908	1.102	0.002	1.614	0.005	NULL	0.93	0.120	0.004	0.110	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.476	20368	NULL	5	18.0	0.045	0.002	0.230	0.002	NULL	0.002
256	3-D-4957	1.062	0.002	1.535	0.005	NULL	0.87	0.128	0.004	0.111	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.478	20368	NULL	5	13.9	0.045	0.002	0.239	0.002	2	0.002
257	3-D-4958	1.303	0.002	1.914	0.005	NULL	0.97	0.115	0.004	0.113	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.478	20368	NULL	5	21.1	0.040	0.002	0.228	0.002	2	0.002
258	3-D-4959	1.570	0.002	2.008	0.005	NULL	1.01	0.190	0.004	0.072	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.484	20368	NULL	4	26.3	0.050	0.002	0.262	0.002	NULL	0.002
259	3-D-4960	1.154	0.002	1.684	0.005	NULL	0.98	0.120	0.004	0.107	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.480	20368	NULL	5	16.9	0.045	0.002	0.227	0.002	2	0.002
260	3-D-5239	1.612	0.002	2.123	0.005	NULL	1.01	0.167	0.004	0.070	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.495	20368	NULL	NULL	NULL	0.033	0.002	0.237	0.002	2	0.002
261	3-D-5268	1.076	0.002	1.618	0.005	NULL	0.93	0.152	0.004	0.110	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.477	20368	NULL	5	18.1	0.045	0.002	0.262	0.002	NULL	0.002
262	3-D-5278	1.779	0.002	2.333	0.005	NULL	1.09	0.183	0.004	0.073	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.484	20368	NULL	6	35.6	0.040	0.002	0.256	0.002	2	0.002
263	3-D-5323	1.218	0.002	1.813	0.005	NULL	0.86	0.131	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	-99.000	20369	NULL	6	22.1	0.042	0.002	0.131	0.002	NULL	0.002
264	3-D-5326	1.694	0.002	2.334	0.005	NULL	1.09	0.178	0.004	0.072	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.483	20368	NULL	6	35.8	0.040	0.002	0.250	0.002	2	0.002
265	3-D-5373	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
266	3-D-5568	1.646	0.002	2.334	0.005	NULL	1.09	0.172	0.004	0.069	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.486	20368	NULL	6	35.3	0.040	0.002	0.241	0.002	2	0.002
267	3-D-5570	2.680	0.002	3.695	0.005	NULL	1.89	0.292	0.004	0.232	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	1.102	20368	NULL	7	213.8	0.060	0.002	0.524	0.002	NULL	0.002
268	3-D-5571	2.626	0.002	3.920	0.005	NULL	1.93	0.274	0.004	0.235	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	1.091	20368	NULL	7	214.8	0.060	0.002	0.509	0.002	NULL	0.002
269	3-D-5584	1.181	0.002	1.969	0.005	NULL	1.02	0.182	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	-99.000	20369	NULL	6	31.8	0.036	0.002	0.182	0.002	NULL	0.002
270	3-D-5590	1.161	0.002	1.692	0.005	NULL	0.92	0.148	0.004	0.110	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.488	20368	NULL	6	17.4	0.035	0.002	0.258	0.002	2	0.002
271	3-D-5595	1.739	0.002	2.502	0.005	NULL	1.18	0.156	0.004	0.155	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.634	20368	NULL	6	49.3	0.040	0.002	0.311	0.002	NULL	0.002
272	3-D-5599	1.737	0.002	2.440	0.005	NULL	1.18	0.156	0.004	0.151	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.630	20368	NULL	6	53.4	0.040	0.002	0.307	0.002	NULL	0.002
273	3-D-5607	1.335	0.002	1.910	0.005	NULL	0.98	0.146	0.004	0.109	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.478	20368	NULL	5	21.9	0.040	0.002	0.255	0.002	2	0.002
274	3-D-5618	0.872	0.002	1.300	0.005	NULL	0.71	0.125	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	-99.000	20369	NULL	5	8.0	0.040	0.002	0.125	0.002	NULL	0.002
275	3-D-5670	1.452	0.002	1.920	0.005	NULL	0.97	0.143	0.004	0.071	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.488	20368	NULL	5	21.4	0.037	0.002	0.214	0.002	2	0.002
276	3-D-5672	NULL	0.002	NULL	0.005	NULL	NULL	0.181	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.181	0.002	NULL	0.002
277	3-D-5727	1.493	0.002	2.379	0.005	NULL	1.06	0.174	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	-99.000	20369	NULL	6	49.1	0.034	0.002	0.174	0.002	NULL	0.002
278	3-D-5735	1.666	0.002	2.382	0.005	NULL	1.09	0.190	0.004	0.101	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.637	20368	NULL	NULL	NULL	0.039	0.002	0.291	0.002	NULL	0.002
279	3-D-5750	2.165	0.002	3.032	0.005	NULL	1.59	0.198	0.004	0.204	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.959	20368	NULL	7	NULL	0.049	0.002	0.402	0.002	NULL	0.002
280	3-D-5754	1.318	0.002	1.807	0.005	NULL	1.01	0.156	0.004	0.067	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.486	20368	NULL	6	23.5	0.037	0.002	0.223	0.002	NULL	0.002
281	3-D-5756	1.947	0.002	2.913	0.005	NULL	1.74	0.250	0.004	0.137	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.803	20368	NULL	NULL	NULL	0.055	0.002	0.387	0.002	NULL	0.002
282	3-D-5760	1.969	0.002	3.189	0.005	NULL	1.74	0.241	0.004	0.135	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.873	20368	NULL	NULL	NULL	0.055	0.002	0.376	0.002	NULL	0.002
283	3-D-5764	1.862	0.002	2.900	0.005	NULL	1.65	0.235	0.004	0.132	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.843	20368	NULL	NULL	NULL	0.043	0.002	0.367	0.002	NULL	0.002
284	3-D-5773	1.869	0.002	2.644	0.005	NULL	1.42	0.169	0.004	0.158	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.637	20368	NULL	7	66.4	0.050	0.002	0.327	0.002	NULL	0.002
285	3-D-5787	1.604	0.002	2.118	0.005	NULL	1.01	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.461	20368	NULL	6	NULL	0.035	0.002	NULL	NULL	NULL	0.002
286	3-D-5788	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
287	3-D-5789	1.825	0.002	2.340	0.005	NULL	1.09	0.183	0.004	0.072	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.486	20368	NULL	6	NULL	0.033	0.002	0.255	0.002	2	0.002
288	3-D-5881	1.194	0.002	1.669	0.005	NULL	0.93	0.139	0.004	0.111	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.477	20368	NULL	6	17.6	0.035	0.002	0.250	0.002	2	0.002
289	3-D-5898	1.385	0.002	2.165	0.005	NULL	1.04	0.172	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	20369	NULL	6	40.7	0.038	0.002	0.172	0.002	NULL	0.002
290	3-D-5910	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
291	3-D-5933	1.495	0.002	2.383	0.005	NULL	1.10	0.177	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	-99.000	20369	NULL	6	50.0	0.050	0.002	0.177	0.002	NULL	0.002
292	3-D-6065	NULL	0.002	NULL	0.005	NULL	NULL	0.160	0.004	0.104	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.264	0.002	2	0.002
293	3-D-6188	NULL	0.002	NULL	0.005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	NULL	NULL	NULL	0.002
294	3-D-6192	1.449	0.002	2.166	0.005	NULL	1.04	0.175	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.460	20369	NULL	6	40.6	0.045	0.002	0.175	0.002	NULL	0.002
295	3-D-6195	NULL	0.002	NULL	0.005	NULL	NULL	0.149	0.004	0.072	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.002	0.221	0.002	2	0.002
296	3-E-3457	1.830	0.002	2.366	0.005	NULL	1.09	0.221	0.004	0.110	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	0.690	20368	NULL	6	54.0	0.040	0.002	0.331	0.002	NULL	0.002
297	3-E-4173	1.636	0.002	2.207	0.005	NULL	0.87	0.192	0.004	-99.000	NULL	NULL	0.005	NULL	NULL	20411	20401	NULL	NULL	NULL	-99.000	20369	NULL	6	38.6	0.043	0.002	0.192	0.002	NULL	0.002
