id	part	cd_water_cooled	cd_ce_dia_a	cd_ce_dia_a_tol	cd_ce_dia_b	cd_ce_dia_b_tol	cd_ce_dia_c	cd_ce_dia_c_tol	cd_cwc_dia	cd_cwc_dia_tol	cd_bore_dia_max	cd_bore_dia_min	cd_pr_bore_dia	cd_pr_bore_dia_tol	cd_single_dual_oil_feed	cd_spinning_bearing	cd_oil_inlet_thread	cd_oil_drain_thread	cd_oil_drain_flange_thread	cd_coolant_port_thread_1	cd_coolant_port_thread_2	cd_te_dia_d	cd_te_dia_d_tol	cd_te_dia_e	cd_te_dia_e_tol	cd_te_dia_f	cd_te_dia_f_tol	cd_arm_angle	cd_quadrant	cd_oal	cd_oal_tol	cd_weight	cd_diagram_	cd_oil_inlet_flange_thread	cd_lead_in_chmfr_angle	cd_lead_in_chmfr_len
1	4-A-0323	0	3.128	0.002	2.685	0.005	2.358	0.008	-99.000	-99.000	0.6223	0.6220	0.710	0.001	19721	1	21053	20411	20925	20411	20411	3.185	0.001	2.330	0.010	NULL	NULL	-99.0	21065	2.546	0.002	1267.8	1	20925	30.0	0.060
2	4-A-0823	1	3.127	0.001	2.685	0.005	2.354	0.005	-99.000	-99.000	0.6223	0.6220	0.710	0.001	19721	1	21053	20411	20925	20991	20411	3.183	0.005	NULL	NULL	NULL	NULL	-99.0	21065	2.544	0.005	1350.3	1	20925	30.0	0.060
3	4-A-1081	1	3.744	0.005	3.430	0.005	2.052	0.005	-99.000	-99.000	0.5469	0.5465	0.625	0.001	19721	1	20603	20411	20925	20975	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	NULL	2	20411	30.0	0.040
4	4-A-1082	1	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5467	0.5464	0.625	0.002	19721	1	20603	20803	20411	20975	20411	2.676	0.005	2.325	0.005	0.850	0.010	-99.0	21065	2.705	0.005	1075.6	NULL	20411	NULL	NULL
5	4-A-1084	1	3.415	0.005	3.053	0.005	-99.000	-99.000	1.920	0.005	0.5490	0.5470	0.627	0.001	19721	1	20939	20411	20925	20975	20411	2.677	NULL	2.363	0.005	1.932	0.005	-99.0	21065	2.710	0.005	NULL	NULL	20411	NULL	NULL
6	4-A-1085	1	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5467	0.5464	0.624	0.001	19721	1	20939	20411	20925	20975	20411	2.676	0.005	2.330	0.010	1.750	0.010	-99.0	21065	2.708	0.005	1031.2	NULL	20411	NULL	NULL
7	4-A-1087	1	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5467	0.5464	0.625	0.005	19721	1	20963	20411	20925	20975	20411	2.676	0.005	2.325	0.005	1.823	NULL	-99.0	21065	2.708	0.005	NULL	NULL	20411	NULL	NULL
8	4-A-1088	0	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5469	0.5465	0.625	0.001	19721	1	20603	20803	20411	20411	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.699	0.005	967.3	NULL	20411	30.0	0.040
9	4-A-1090	1	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5467	0.5464	0.625	0.002	19721	1	20603	20803	20411	20975	20411	2.676	0.005	2.325	0.005	1.802	NULL	-99.0	21065	2.708	0.005	1031.7	NULL	20411	NULL	NULL
10	4-A-1091	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
11	4-A-1092	0	3.744	0.005	3.430	0.005	-99.000	-99.000	2.052	0.005	0.5469	0.5465	0.625	0.001	19721	1	20963	20803	20411	20411	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.699	0.005	1029.0	NULL	20411	30.0	0.040
12	4-A-1093	1	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5467	0.5464	0.625	0.002	19721	1	20603	20803	20411	20975	20411	2.676	0.005	2.320	0.010	1.660	0.010	-99.0	21065	2.708	0.005	1020.0	NULL	20411	NULL	NULL
13	4-A-1094	1	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5467	0.5464	0.625	0.002	19721	1	20963	20411	20925	20975	20411	2.676	0.005	2.325	0.005	1.802	NULL	-99.0	21065	2.708	0.005	1039.8	NULL	20411	NULL	NULL
14	4-A-1214	1	3.127	0.001	2.685	0.005	2.354	0.005	-99.000	-99.000	0.6223	0.6220	0.710	0.001	19721	1	21053	20411	NULL	21009	20411	3.183	0.005	NULL	NULL	1.050	0.005	-99.0	21065	NULL	NULL	1354.4	NULL	20925	30.0	0.060
15	4-A-1331	0	3.127	0.001	2.685	0.005	2.354	0.005	-99.000	-99.000	0.6223	0.6220	0.710	0.001	19721	1	NULL	20411	20561	20411	20411	3.183	0.005	NULL	NULL	2.130	NULL	-99.0	21065	NULL	NULL	1269.9	NULL	20533	20.0	0.060
16	4-A-1333	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
17	4-A-1776	1	3.127	0.001	2.685	0.005	2.354	0.005	-99.000	-99.000	0.6223	0.6220	0.710	0.001	19721	1	21053	20411	20925	21056	20411	3.183	0.005	2.364	0.005	2.042	0.005	-99.0	21065	NULL	NULL	1348.6	NULL	20925	30.0	0.060
18	4-A-1848	0	3.744	0.005	3.430	0.005	-99.000	-99.000	2.052	0.005	0.5469	0.5465	0.625	0.001	19721	1	20629	20803	20411	20411	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.699	0.005	1042.7	NULL	20411	30.0	0.040
19	4-A-1849	0	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5469	0.5465	0.625	0.001	19721	1	20963	20411	20925	20411	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.699	0.005	938.7	NULL	20411	30.0	0.040
20	4-A-1850	1	3.744	0.005	3.430	0.005	-99.000	-99.000	1.916	0.005	0.5469	0.5465	0.625	0.001	19721	1	20629	20803	20411	20975	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	NULL	NULL	20411	30.0	0.040
21	4-A-1851	1	3.343	0.005	3.057	0.005	-99.000	-99.000	1.915	0.005	0.5469	0.5465	0.625	0.001	19721	1	20629	20803	20411	20975	20411	2.676	0.005	2.310	0.005	1.780	0.010	-99.0	21065	2.708	0.005	1060.7	NULL	20411	30.0	0.040
22	4-A-1852	1	3.744	0.005	3.430	0.005	-99.000	-99.000	2.052	0.005	0.5469	0.5465	0.625	0.001	19721	1	20963	20411	20925	20991	20975	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	1112.7	NULL	20411	30.0	0.040
23	4-A-1885	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
24	4-A-1887	0	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5469	0.5465	0.625	0.001	19721	1	20963	20411	20925	20411	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.699	0.005	943.7	NULL	20411	30.0	0.040
25	4-A-2047	0	3.127	0.001	2.685	0.005	2.354	0.005	-99.000	-99.000	0.6223	0.6220	0.710	0.001	19721	1	21054	20411	20561	20411	20411	3.183	0.005	NULL	NULL	NULL	NULL	-99.0	21065	NULL	NULL	1264.5	NULL	20533	20.0	0.060
26	4-A-2172	0	2.095	0.005	1.734	0.005	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	2.676	0.005	1.935	0.005	NULL	NULL	-99.0	21065	1.932	0.005	620.0	NULL	20411	NULL	NULL
27	4-A-2173	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20925	20411	20909	20411	20411	2.676	0.005	1.940	0.010	1.677	NULL	-99.0	21065	1.932	0.005	584.6	NULL	20411	NULL	NULL
28	4-A-2313	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
29	4-A-2314	0	3.343	0.005	3.055	0.005	-99.000	-99.000	1.917	0.005	0.5470	0.5450	0.625	0.005	19721	1	20963	20795	20411	20411	20411	2.675	0.005	NULL	NULL	1.780	NULL	-99.0	21065	2.705	0.005	NULL	NULL	20411	NULL	NULL
30	4-A-2315	1	3.744	0.005	3.430	0.005	-99.000	-99.000	2.153	0.005	0.5469	0.5465	0.625	0.001	19721	1	20963	20411	20925	20991	20975	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	1166.3	NULL	20411	30.0	0.040
31	4-A-2329	0	3.744	0.005	3.430	0.005	-99.000	-99.000	2.172	0.005	0.5469	0.5465	0.625	0.001	19721	1	20963	20411	20925	20411	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.699	0.005	1025.0	NULL	20411	30.0	0.040
32	4-A-2334	0	3.344	0.005	3.056	0.005	-99.000	-99.000	1.918	0.005	0.5469	0.5465	0.625	0.001	19721	1	20963	20991	20411	20411	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.699	0.005	947.7	NULL	20411	30.0	0.040
33	4-A-2336	0	3.744	0.005	3.430	0.005	-99.000	-99.000	2.052	0.005	0.5469	0.5465	0.625	0.001	19721	1	20963	20991	20411	20411	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.699	0.005	1016.6	NULL	20411	30.0	0.040
34	4-A-2339	1	3.744	0.005	3.430	0.005	-99.000	-99.000	2.052	0.005	0.5469	0.5465	0.625	0.001	19721	1	20629	20803	20411	21056	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	NULL	NULL	20411	30.0	0.040
35	4-A-2461	1	3.744	0.005	3.430	0.005	-99.000	-99.000	2.168	0.005	0.5469	0.5465	0.625	0.001	19721	1	20629	20411	20925	20975	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	NULL	NULL	20411	30.0	0.040
36	4-A-2593	1	3.744	0.005	3.430	0.005	-99.000	-99.000	2.153	0.005	0.5469	0.5465	0.625	0.001	19721	1	20963	20411	20925	20975	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	1185.1	NULL	20411	30.0	0.040
37	4-A-2615	1	3.744	0.005	3.430	0.005	-99.000	-99.000	2.084	0.005	0.5469	0.5465	0.625	0.001	19721	1	20603	20411	20925	20975	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	1192.8	NULL	20411	30.0	0.040
38	4-A-2622	1	3.744	0.005	3.430	0.005	-99.000	-99.000	2.168	0.005	0.5469	0.5465	0.625	0.001	19721	1	20603	20411	20925	20975	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	1218.2	NULL	20411	30.0	0.040
39	4-A-3158	0	3.437	NULL	3.126	0.002	2.360	0.005	-99.000	-99.000	0.9832	0.9827	0.822	0.001	19721	1	20411	20411	20561	20411	20411	5.500	0.005	4.684	0.001	3.020	NULL	-99.0	21065	3.670	NULL	NULL	NULL	20561	20.0	0.080
40	4-A-3160	0	NULL	NULL	3.126	0.002	2.360	0.005	-99.000	-99.000	0.9832	0.9827	0.822	0.001	19721	1	21054	20411	20561	20411	20411	5.500	0.005	4.684	0.001	3.020	NULL	-99.0	21065	3.670	NULL	NULL	NULL	20411	20.0	0.080
41	4-A-3280	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.140	0.005	3.875	0.005	1.867	0.005	5.5	21068	1.942	0.010	NULL	NULL	20411	30.0	0.043
42	4-A-3281	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.140	0.005	3.875	0.005	1.867	0.005	24.0	21066	1.942	0.010	NULL	NULL	20411	30.0	0.043
43	4-A-3284	1	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20943	20411	20909	20975	20411	2.676	0.005	2.350	0.005	1.791	0.005	-99.0	21065	2.012	0.005	678.2	NULL	20411	30.0	0.117
44	4-A-3295	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.185	0.005	3.875	0.005	1.867	0.005	5.0	21066	1.942	0.010	NULL	NULL	20411	30.0	0.043
45	4-A-3296	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.185	0.005	1.867	0.005	0.850	0.005	24.0	21066	1.942	0.010	952.4	NULL	20411	30.0	0.043
46	4-A-3322	0	3.128	0.002	2.685	0.005	2.358	0.008	-99.000	-99.000	0.6223	0.6220	0.710	0.001	19721	1	21054	20411	20925	20411	20411	3.185	0.001	2.370	0.010	2.114	NULL	-99.0	21065	NULL	NULL	1280.3	NULL	20925	30.0	0.060
47	4-A-3364	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.185	0.005	3.875	0.005	1.867	0.005	5.0	21068	1.942	0.010	965.9	NULL	20411	30.0	0.043
48	4-A-3432	0	NULL	NULL	NULL	NULL	NULL	NULL	-99.000	-99.000	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	20411	20411	NULL	NULL	NULL	NULL	NULL	NULL	-99.0	21065	NULL	NULL	NULL	NULL	NULL	NULL	NULL
49	4-A-3466	1	3.744	0.005	3.430	0.005	-99.000	-99.000	2.405	0.005	0.5469	0.5465	0.625	0.001	19721	1	20629	20411	20909	20975	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	1210.8	NULL	20411	30.0	0.040
50	4-A-3713	1	3.744	0.005	3.430	0.005	-99.000	-99.000	2.405	0.005	0.5469	0.5465	0.624	0.001	19721	1	20603	20411	20925	20975	20411	2.676	0.005	NULL	NULL	1.780	0.010	-99.0	21065	2.708	0.005	1115.4	NULL	20411	30.0	0.040
51	4-A-3715	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20963	20411	20909	20411	20411	2.676	0.005	1.940	0.010	NULL	NULL	-99.0	21065	1.932	0.005	616.0	NULL	20411	NULL	NULL
52	4-A-3722	1	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20963	20411	20909	20975	20411	2.676	0.005	2.386	0.005	1.791	0.005	-99.0	21065	2.012	0.005	720.1	NULL	20411	30.0	0.117
53	4-A-3906	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.185	0.005	3.875	0.005	1.867	0.005	20.0	21066	1.942	0.010	NULL	NULL	20411	30.0	0.043
54	4-A-3908	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.185	0.005	3.875	0.005	1.867	0.005	22.0	21066	1.942	0.010	NULL	NULL	20411	30.0	0.043
55	4-A-3911	1	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20963	20411	20909	20975	20411	2.676	0.005	2.234	0.005	1.635	0.005	-99.0	21065	1.927	0.005	652.4	NULL	20411	30.0	0.032
56	4-A-4031	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.539	0.005	4.195	0.005	2.025	0.005	5.0	21066	1.942	0.010	1045.2	NULL	20411	30.0	0.043
57	4-A-4032	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.539	0.005	4.195	0.005	2.025	0.005	5.0	21066	1.942	0.010	1078.1	NULL	20411	30.0	0.043
58	4-A-4033	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	4.539	0.005	4.195	0.005	2.025	0.005	24.0	21066	1.942	0.010	1060.2	NULL	20411	30.0	0.043
59	4-A-4334	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
60	4-A-4335	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
61	4-A-4403	0	2.095	0.005	1.734	0.003	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.001	19721	0	20939	20411	20909	20411	20411	3.264	0.005	2.468	0.005	1.340	0.010	-99.0	21065	1.964	0.005	872.4	NULL	20411	30.0	0.081
62	4-A-4411	0	2.095	0.005	1.732	0.005	-99.000	-99.000	-99.000	-99.000	0.5467	0.5462	0.625	0.005	19721	0	20925	20411	20909	20411	20411	4.185	0.005	3.878	0.005	1.867	0.005	NULL	21066	1.942	0.005	NULL	NULL	20411	30.0	0.043
63	4-A-4415	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
64	4-A-4423	0	2.095	0.005	1.732	0.005	-99.000	-99.000	-99.000	-99.000	0.5520	0.5420	0.625	0.005	19721	0	20939	20411	20909	20411	20411	4.185	0.005	3.878	0.005	1.788	0.005	18.9	21066	1.942	0.010	NULL	NULL	20411	30.0	NULL
65	4-A-4452	0	2.094	0.004	1.734	0.002	-99.000	-99.000	-99.000	-99.000	0.5468	0.5465	0.617	0.002	19721	0	20939	20411	20909	20411	20411	4.181	0.002	3.866	NULL	1.866	NULL	25.0	21066	NULL	NULL	NULL	NULL	20411	45.0	0.024
66	4-A-4455	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.870	NULL	NULL	21066	1.942	NULL	NULL	NULL	NULL	NULL	NULL
67	4-A-4457	0	2.095	0.005	1.732	0.005	-99.000	-99.000	-99.000	-99.000	0.5510	0.5410	0.625	0.005	19721	0	20939	20411	20909	20411	20411	4.185	0.005	3.878	0.005	1.788	0.005	18.0	21066	1.942	0.010	940.0	NULL	20411	30.0	0.043
68	4-A-4614	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20411	20945	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.870	NULL	NULL	21066	NULL	NULL	NULL	NULL	NULL	NULL	NULL
69	4-A-4615	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.857	NULL	1.879	NULL	NULL	21066	1.942	NULL	NULL	NULL	NULL	NULL	NULL
70	4-A-4616	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.870	NULL	NULL	21066	1.942	NULL	NULL	NULL	NULL	NULL	NULL
71	4-A-4617	0	4.604	NULL	3.717	NULL	NULL	NULL	3.145	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.858	NULL	1.870	NULL	NULL	21066	2.252	NULL	NULL	NULL	NULL	NULL	NULL
72	4-A-4618	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	NULL	21068	1.942	NULL	986.0	NULL	NULL	NULL	NULL
73	4-A-4619	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.140	NULL	1.871	NULL	NULL	21066	1.942	NULL	943.0	NULL	NULL	NULL	NULL
74	4-A-4620	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	-99.000	NULL	NULL	NULL	NULL	19721	NULL	20925	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	29.1	21067	1.942	NULL	936.0	NULL	NULL	NULL	NULL
75	4-A-4621	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20925	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	NULL	21067	1.942	NULL	912.0	NULL	NULL	NULL	NULL
76	4-A-4622	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20943	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	NULL	21067	1.942	NULL	905.0	NULL	NULL	NULL	NULL
77	4-A-4623	0	2.095	NULL	1.730	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	4.382	NULL	4.860	NULL	1.870	NULL	NULL	21067	1.942	NULL	1172.0	NULL	NULL	NULL	NULL
78	4-A-4624	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	-99.000	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	6.3	21066	1.942	NULL	920.0	NULL	NULL	NULL	NULL
79	4-A-4625	1	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20909	20909	NULL	20909	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	NULL	21067	1.942	NULL	973.0	NULL	NULL	NULL	NULL
80	4-A-4626	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	NULL	21066	1.942	NULL	981.0	NULL	NULL	NULL	NULL
81	4-A-4627	0	4.880	NULL	3.930	NULL	NULL	NULL	3.145	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	4.382	NULL	4.856	NULL	1.860	NULL	NULL	21066	2.280	NULL	1705.0	NULL	NULL	NULL	NULL
82	4-A-4628	0	4.880	NULL	3.934	NULL	NULL	NULL	3.150	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.857	NULL	1.880	NULL	NULL	21066	2.278	NULL	1690.0	NULL	NULL	NULL	NULL
83	4-A-4629	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	NULL	21066	1.942	NULL	1013.0	NULL	NULL	NULL	NULL
84	4-A-4630	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20909	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	NULL	21067	1.942	NULL	970.0	NULL	NULL	NULL	NULL
85	4-A-4631	0	3.890	NULL	3.520	NULL	NULL	NULL	3.150	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.857	NULL	1.890	NULL	NULL	21066	2.250	NULL	1430.0	NULL	NULL	NULL	NULL
86	4-A-4632	1	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	-99.000	NULL	NULL	NULL	NULL	19721	NULL	20909	20909	NULL	20909	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	NULL	21067	1.942	NULL	970.0	NULL	NULL	NULL	NULL
87	4-A-4633	1	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20909	20909	NULL	20909	NULL	-99.000	NULL	4.185	NULL	1.871	NULL	NULL	21067	1.942	NULL	978.0	NULL	NULL	NULL	NULL
88	4-A-4634	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.537	NULL	2.022	NULL	NULL	21068	1.942	NULL	1060.0	NULL	NULL	NULL	NULL
89	4-A-4635	0	2.904	0.005	-99.000	-99.000	-99.000	-99.000	-99.000	-99.000	0.6230	0.6210	0.710	0.005	19721	1	20411	20411	20411	20411	20411	3.263	0.005	2.882	0.005	NULL	NULL	-99.0	21065	2.662	0.005	1740.0	NULL	20411	NULL	0.100
90	4-A-4637	0	2.095	NULL	1.734	NULL	NULL	NULL	-99.000	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.537	NULL	2.022	NULL	NULL	21066	1.942	NULL	1070.0	NULL	NULL	NULL	NULL
91	4-A-4883	0	3.890	NULL	3.521	NULL	NULL	NULL	3.147	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.856	NULL	1.872	NULL	20.0	21066	2.278	NULL	1449.0	NULL	NULL	NULL	NULL
92	4-A-4884	0	2.508	NULL	2.093	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	19721	NULL	20939	20909	NULL	20411	NULL	-99.000	NULL	4.185	NULL	1.785	NULL	NULL	21066	1.942	NULL	949.0	NULL	NULL	NULL	NULL
93	4-A-4923	0	3.746	NULL	3.430	NULL	NULL	NULL	2.095	NULL	NULL	NULL	NULL	NULL	19721	NULL	20963	20991	NULL	20411	NULL	2.677	NULL	NULL	NULL	2.298	NULL	NULL	21065	2.705	NULL	1018.0	NULL	NULL	NULL	NULL
94	4-A-4965	1	3.461	NULL	-99.000	NULL	NULL	NULL	1.532	NULL	NULL	NULL	NULL	NULL	19720	NULL	20963	20909	NULL	20963	NULL	3.131	NULL	NULL	NULL	2.420	NULL	NULL	21065	1.881	NULL	919.5	NULL	NULL	NULL	NULL
